,Title,Opinion,Place,Gender,Age,Country,Date,Label,Lang
1714,muy bien conservada,simbolo de la ciudad muy bien conservada aunque es cansado subir cada uno de sus escalones,Universidad de Guanajuato,Male,30,México,29/05/2012,1,es
2948,muy bien cuidado,hace como  anos que no lo visitaba y me sorprendio todo bien ordenado y a buena temperatura en comparacion de como estaba antes,Museo de las Momias,Male,28,México,02/03/2017,1,es
3130,relajado,excelente lugar para caminar con los ninos hay varios restaurantes y bares tambien encuentras guias para los recorridos por la ciudad,Jardín de la Unión,Male,-1,México,2019,1,es
3738,obligado si vas en pareja,la historia es muy romantica si vas en pareja vale la pena pagar a un guia para que te cuenten la historia no lo recomiendo en grupos grandes,Callejón del Beso,Male,38,México,31/07/2016,1,es
865,hay de todo,"es un mercado donde encuentras de todo solo hay que buscar los mejores precios en cada puesto hay ropa artesanias de barro dulces souvenirs comida y mucho mas por cierto para comer hay carnitas unas deliciosas llamadas patlan los vendedores son muy amables y accesibles
pd de noche frente al mercado hay un puesto de tamales muy ricos",Mercado Hidalgo,Male,-1,México,2018,1,es
213,muy pocas momias,se me hicieron pocas pero pues te entretiene un rato si vas ve en coche porque si te vas caminando desde el centro y no tienes condicion puede que no llegues esta cansada la subida,Museo de las Momias,Male,-1,México,15/01/2017,0,es
1864,muy pequeno,esta muy alejado del centro y hay mucha gente el museo se recorre en  minutos y cobran  pesos se me hace un poco alto el costo pues esta muy chico,Museo de las Momias,Female,52,Ecuador,12/07/2017,1,es
1170,el punto de reunion por excelencia,es un gran punto de reunion en la ciudad de gto ahi se une arte  arquitectura  gastronomia jueventud y todooo mundo encuentras de todo bares restaurantes  musicos  pintores  juglares extranjeros etc y todo bajo el marco del gran teatro juarez que luce imponente y magnifico  guanajuato una ciudad que no duerme sobre todo en el mes de octubre  un viaje obligado para los amantes de las bellas artes,Jardín de la Unión,Female,39,México,22/08/2015,1,es
3204,excelente panorama,lugar historico con mucho significado para los mexicanos y ahi se pueden sacar fotografias excelentes porque se puede ver todo guanajuato o gran parte muy recomendable,Monumento Pípila,Female,26,México,17/04/2012,1,es
97,la mejor vista de guanajuato,el monumento al pipila es grande y bonito se aprecia desde la ciudad de guanajuato me encanto mucho,Monumento Pípila,Female,50,México,03/06/2017,0,es
4226,diego rivera es de guanajuato,ahi se encuentra su casa museo en la misma calle que el museo alhondiga y la universidad de guanajuato muy interesante a visitar,Casa de Diego Rivera,Female,69,México,08/01/2015,1,es
1071,lo que mas me gusto de guanajuato,una edificacion hermosa rodeada de gente joven con un ambiente muy agradable ademas es reconocida como una de las mejores de mexico,Universidad de Guanajuato,Female,33,Colombia,16/02/2016,1,es
2448,una visita obligada,fui en mi ultimo dia en la ciudad y por poco no llego todo por no preguntar si llevas pareja es perfecto para tomarte la foto y conocer la historia,Callejón del Beso,Female,46,México,02/08/2012,1,es
1180,increible,tienes  pesos esta experiencia es lo mejor que puedes tener por esta cantidad la casa como tal lleva la carga historica y emblematica de la vida de diego rivera pero las obras y bocetos que se presentar de manera cercana es impresionante no necesitamos ir a nueva york berlin o paris para disfrutar una muestra de arte de clase mundial las exposiciones y recinto anexo a la casa esta muy bien tambien,Casa de Diego Rivera,Male,32,México,20/11/2014,1,es
4078,la mejor opcion de todos los museos,visite  de los tantos museos que ofrece la ciudad de guanajuato sin embargo este me parecio el mejor de todos ya que ofrece una excelente historia tanto del lugar en si como la historia de la ciudad y de mexico mismo el mexico prehispanico el colonial y el de la independenicia habiamos caminado todo el dia asi que si nos parecio un poco cansado recorrer el museo pero definitivamente valio mucho la pena,Alhóndiga,Female,55,México,04/10/2016,1,es
3610,un pilar en el centro de la ciudad,es impresionante ver la magestuosidad de este hermoso edificio visitar guanajuato e ir al centro de la ciudad te obliga a pasar a tomarte la tradicional fotografia en las escalinatas de las mayor casa de estudios del estado a traves de los anos a sido el simbolo mas representativo de la universidad de guanajuato no en vano su imagen a sido plasmada en los billetes de mayor denominacion en mexico por toda la historia el legado y los sentimientos que nos mueven a los que hemos estudiado en la ug,Universidad de Guanajuato,Female,37,México,14/01/2016,1,es
4086,muy nuestro,obligatoria incluirlo en el recorrido para los que ya no les toco leerlo en los libros de historia de la primaria y para los que si palparlo muy de cerca,Alhóndiga,Female,38,México,29/07/2015,1,es
4200,muy entretenido paseo,me parece que es una experiencia maravillosa que todos debemos conocer es parte de nuestra cultura muy interesante cuando escuchamos los relatos y tanto misterio que envuelve recomendable para visitar,Museo de las Momias,Female,30,Argentina,02/10/2014,1,es
4384,impresionante,la arquitectura la pintura el tallado la pintura en el techo todo me impresiono de este bello lugar,Basilica Colegiata,Female,33,México,14/01/2016,1,es
3787,excelente,una de las universidades con la arquitectura mas bella que he visto ademas la vista desde la entrada es algo verdaderamente inmejorable,Universidad de Guanajuato,Male,48,México,11/04/2016,1,es
4406,todo un descubrimiento,se pueden apreciar no solo las obras de diego rivera sino que ademas muestran el trabajo de otros artistas sin duda queda uno maravillado por el trabajo de todos aquellos cuyo trabajo se encuentra expuesto en este museo,Casa de Diego Rivera,Female,-1,México,2018,1,es
554,dejo mucho que desear,esperaba mas si bien es cierto que es una de las atracciones principales deberian de he charle mas ganas el precio es mucho para lo que ves no me quita nada si no paso a verlo,Museo de las Momias,Female,27,Costa Rica,11/12/2016,0,es
2615,un lugar precioso,es el centro de reunion de la vida nocturna en guanajuato esta lleno de restaurantes y siempre hay grupos de musicos alrededor,Jardín de la Unión,Female,36,Colombia,12/12/2014,1,es
2324,toda una leyenda,no hacen falta palabras para saber cual es la experiencia que se vive ahi es muy tradicional y no se puede dejar de visitar este callejon,Callejón del Beso,Male,30,Panamá,13/02/2016,1,es
2022,imperdible,visita obligada en la ciudad de guanajuato les recomiendo ir temprano si no la fila para compra de boletos sera minimo de  hora yo fui a las  am e ingrese rapido,Museo de las Momias,Male,-1,México,2020,1,es
4361,padrisimo,otro lugar que no se puede dejar de visitar y tomar las respectivas fotos tiene una vista espectacular de la ciudad,Monumento Pípila,Male,38,México,17/07/2015,1,es
4332,icono de guanajuato,es una escultura que esta en lo alto de un cerro al cual puedes tener acceso por un funicular o caminando pero asi es demasiado pesado venden artesanias y comida ademas la vista panoramica de guanajuato desde ahi es impresionante,Monumento Pípila,Female,33,México,26/04/2012,1,es
210,en realidad nada mas que gente muerta,esta es quizas la atraccion mas famosa y socorrida de guanajuato y muy posiblemente la atraccion mas sobrevalorada de esta ciudad en realidad lo unico que iras a ver son los cadaveres de gente muerta preservada sin el mayor aporte historico mas alla del morbo muchas personas pierden tiempo valioso y la oportunidad de conocer otros lugares con mucha mayor historia de esta ciudad por hacer la fila de entrada que siempre es enorme yo recomiendo que a la hora de visitar guanajuato de preferencia se deje este lugar como ultima parada y no exactamente lo opuesto que es lo que la mayoria de los tours proponen e inclusive tranquilamente se puede dejar de lado sin el remordimiento de haberte perdido nada relevante,Museo de las Momias,Male,49,México,05/02/2013,0,es
3722,vista espectacular,pues subir caminando y bajar por el funicular o viceversa la vista es muy bonita ya sea de noche o de dia vendes a sus alrededores cena  dulces y recuerdos,Monumento Pípila,Female,55,México,04/08/2017,1,es
2256,bellisima,muy bonita a simple vista aunque no conocimos su interior su construccion data del siglo xviii lo que hace de ella un digno emblema de la ciudad bellisima como muchos de los edificios de guanajuato,Universidad de Guanajuato,Female,43,México,30/07/2014,1,es
3593,gran museo,casa donde nacio y vivio un tiempo diego rivera excelente restauracion grandes exposiciones de diego y otros autores,Casa de Diego Rivera,Male,-1,México,06/04/2015,1,es
4285,un museo con mucha historia,este museo te dejara conocer los antecedentes de la batalla de la independencia de mexico que se llevo a cabo en el estado de guanajuato especificamente en este lugar podras conocer la historia del pipila quien exploto la puerta de este lugar para iniciar la defensa de nuestra independencia,Alhóndiga,Male,-1,México,2019,1,es
2736,mucha variedad,muchas locales para comprar tus recuerdos tipicos mexicanos tambien mucha area para comer hay muchos lugares que ofrecen mariscos tortas quesadillas etc los precios son accesibles tanto en el alimento como en los recuerdos,Mercado Hidalgo,N/I,-1,Estados Unidos,2018,1,es
3394,de lo mejor,de lo mejor en visita a guanajuato no te lo puedes perder su arquitectura e historia debes de subir unos  escalones bien empinados,Universidad de Guanajuato,Male,54,México,25/07/2015,1,es
2584,podar los arboles,es encantador sentarte a ver como pasa el tiempo y todo sigue igual seria muy bueno que los arboles no estuvieran tan pequenos tienes que tener cuidado o te golpeas con ellos,Jardín de la Unión,Male,-1,México,29/08/2012,1,es
1402,hermoso,teatro juarez es sin duda para mi de los mas hermosos edificios que he tenido oportunidad de ver tanto por su arquitectura como por la belleza de los materiales que lo componen un lugar que hay que visitar,Teatro Juárez,Male,37,Chile,31/12/2015,1,es
4392,sitio obligado,es pequeno pero bonito hay restaurantes y tiendas alrededor lindo para caminarlo de noches hay mucha gente,Jardín de la Unión,Female,40,México,28/12/2016,1,es
1866,genial este sitio,"pese a que es muy pequeno es un lugar que se debe conocer
al ir a guanajuato por la tradicion que este tiene es un lugar
romantico",Callejón del Beso,Male,-1,México,2018,1,es
697,una leyenda,definitivamente una leyenda que para visitar siempre esta con mucha gente y hay que tener paciencia o buscar horas del dia,Callejón del Beso,Male,67,México,18/07/2017,0,es
1700,vivio parte de su infancia,una casa en la que vivio hasta los seis anos ahora exhibe fotografias de parte de su vida si tienen tiempo visitenla,Casa de Diego Rivera,Male,58,México,28/02/2016,1,es
2077,impresionante,no te imaginas lo que encontraras adentro no solo es el auditorio lo que ves puedes recorrer las aulas de esta bonita universidad,Universidad de Guanajuato,Female,34,México,09/08/2016,1,es
3725,lugar lleno de historia,"la alhondiga de granaditas es un punto clave de la historia de mexico ya que aqui se dio la primera batalla de la independencia y tambien fue aqui donde estuvieron expuestas las cabezas de los iniciadores de la lucha como un escarmiento para el resto de la poblacion

el edificio fue construido hacia el final de la colonia como un deposito de granos y centro de distribucion

es practicamente hermetico hacia el exterior pero tiene un muy bonito patio interior hacia el que dan gran cantidad de salones en los muros principales se encuentran los rostros en bronce de los iniciadores de la independencia de mexico asi como una breve resena de su papel en la lucha por separarse de espana la independencia fue un proceso tragico y tortuoso que incluso estuvo a punto de no poderse realizar al ser derrotados y asesinados practicamente todos sus lideres

asi que entrar en este recinto por donde caminaron hidalgo  allende aldama abasolo jimenez y muchos otros nos debe remontar a un pasado que es al mismo tiempo glorioso y tragico

en el segundo piso se haya un museo que ilustra diferentes epocas de mexico desde las culturas precolombinas hasta la revolucion

me parece muy notable la coleccion de sellos prehispanicos que se encuentra en la planta alta de algun modo indica la habilidad que existia en el mundo prehispanico para decorar y los origenes de una actividad industrial",Alhóndiga,Male,-1,México,2019,1,es
1347,visitalo,vale la pena ver esta rara conservacion de los cuerpos el recorrido es corto y no es cara la entrada no tomes selfies en cada momia resulta tedioso para los que van detras de ti las condiciones del museo no son las mejores,Museo de las Momias,Female,33,Argentina,12/07/2017,1,es
3235,bonito mercado,si lo que deseas es consumir algo para comer el precio es accesible hay locales afuera del mercado que te venden buena comida los locales de comida dentro del mercado no las recomiendo dado el caso que todos es tan muy juntos y no tienes espacio para comer bien y pasa gente pidiendote ahora si buscas artesanias o recuerdos vale la pena comprar cosas de ahi ya que los precios si son bastantes buenos la verdad hasta encontraras una maquina que aplasta tu moneda de  centavos dejando un logo de guanajuato jaja,Mercado Hidalgo,Male,18,México,24/12/2016,1,es
2513,enamorada de guanajuato,"un lugar impresionante que te engatusa a simple vista y te invita a conocerlo a fondo que te embriaga a cada paso que das que te hace sonar e imaginar las mil historias que ahi pudieron pasar una riqueza de guanajuato que por ningun motivo puedes dejar de verla
me enamore de este lugar",Teatro Juárez,Female,25,México,30/07/2016,1,es
2295,imperdible,definitivamente el mejor lugar para ver la ciudad ya sea de dia o de noche es el mirador que se encuentra a los pies del monumento al pipila fotografias indispensables recomendacion subelo en funicular que aunque suena un poco raro no te preocupes que no se cae y de bajada hazlo por cualquiera de sus cellejones y asombrate con la forma de vida que llevan las familias del lugar si eres de las personas que lleva recuerdos a los familiares este es el lugar ideal para hacerlo ya que encontraras varias tiendas en la parte opuesta al mirador no te lo pierdas,Monumento Pípila,Female,24,México,21/08/2015,1,es
1465,para disfrutar la vista de la ciudad,excelente para disfrutar la vista de la ciudad y tomar fotos inolvidables desde aqui puedes ver la basilica la universidad el jardin union la alhondiga practicamente todo,Monumento Pípila,Female,44,México,29/09/2015,1,es
3099,la historia habla por si sola,estructura que guarda parte de la historia de la independencia de mexico hoy convertida en museo los mexicanos debemos sentirnos orgullosos de edificios como esteque han sido parte importante de la historia de nuestra patria,Alhóndiga,Male,42,México,06/04/2015,1,es
2033,vista increible,el lugar se encuentra un poco alejado del centro tendras que ir en automovil no cuentan con muchos estacionamientos en el lugar te encuentras muchos puestos de comida regalitos dulces tipicos pero es mas barato en otras tiendas cerca de la carretera a hidalgo la vista es asombrosa,Monumento Pípila,Female,35,México,06/06/2016,1,es
1861,momias,muy bueno el museo lo malo es que cuando fui habia mucha gente y por lo mismo no pude apreciar con detalle,Museo de las Momias,Male,22,México,09/05/2014,1,es
3948,la plaza es muy bonita aunque la basilica no es espectacular,sin duda parte del corazon de la ciudad la plaza es muy bonita y a pasos del teatro juarez tambien precioso la catedral es bonita pero no es espectacular,Basilica Colegiata,Male,49,México,07/01/2016,1,es
1438,muy bonito,este lugar el cual se aprecia desde el mirador del pipila como si fuera una rebanada de queso tiene mucho entretenimiento con sus restaurantes al aire libre y grupos musicales como nortenos y mariachis para pasar momentos muy amenos,Jardín de la Unión,Male,-1,Estados Unidos,07/01/2016,1,es
1809,tienes que visitarlo,mi visita fue en la noche ya que no me dio el tiempo de llegar temprano al lugar pero el edificio guarda una semblanza que al estar frente a el o en las escalinatas sientes la piel chinita al momento de estar ahi es magnifico debs de ir,Alhóndiga,Male,37,México,09/01/2017,1,es
1634,destino obligado,creci viendo las peliculas del santo y seguramente una de sus mas populares fue santo contra las momias de guanajuato y tal vez fue esto lo que le ha dado la mayor publicidad,Museo de las Momias,Male,-1,N/I,2020,1,es
837,primera vez,la informacion que brindan esta interesante pero siento que falta un poco mas de historia por saber aun asi todo esta super bien muy bien conservado al parecer se toman las medidas necesarias para conservar el lugar tal vez agregaria guias en la trayectoria del museo para tener un poco mas de control sobre la estancia pero aun asi todo muy bien y gracias por todo,Museo de las Momias,Female,17,México,16/09/2017,1,es
2274,lo mejor la obra de rivera,muy centrico y no lleva mucho tiempo la casa en si no es la gran cosa sobre todo porque diego rivera vivio alli hasta los  o  anos pero tiene una linda coleccion de obras de diego rivera que valen la pena,Casa de Diego Rivera,Female,41,Argentina,03/09/2012,1,es
2949,lugar obligado pero hay que cuidarlo,el callejon era muy lindo parada obligada en una visita a gto lamentablemente ahora las paredes se encuentran grafiteadas y en ciertos momentos en especial la noche es imposible pasar pero sin duda no puedes quedarte sin conocerlo,Callejón del Beso,Male,60,México,17/04/2013,1,es
4403,lindo jardin ,vale la pena visitarlo esta rodeado de restaurantes con mesas al aire libre tiene el clasico kiosco muy arbolado y con blanquitas por lo que es muy agradable sentarse ahi,Jardín de la Unión,Female,34,México,19/10/2015,1,es
223,beso,darte la visita bien uno cuenta una cosa y otro cuenta otra bueno esta bonito,Callejón del Beso,Male,26,México,04/05/2012,0,es
2528,las mejores artesanias,es un verdadero mercado en guanajuato y no dejar de comprar catrinas que estan super economicas y lindas,Mercado Hidalgo,N/I,-1,México,2019,1,es
128,solo la vista panoramica,la vista es increible pero el lugar deja mucho que desear lleno de vendedores ambulantes grafitis y muucha suciedad,Monumento Pípila,Female,40,México,07/05/2013,0,es
4021,interesante pero tetrico salen con un poco de dolor de estomago pues no deja de ser un panteon,lo tienes que ver pero hay cosas mejores que hacer como callejon ese con la estudiantina mas divertido,Museo de las Momias,Female,39,México,11/04/2015,1,es
2335,hermoso teatro,es un teatro muy bello tanto por fuera como por dentro muy interesante la visita vale la pena si logran coincidir con el horario que esta abierto,Teatro Juárez,Female,22,México,16/03/2014,1,es
3693,ir de noche es lo mas bonito,aprecias mas guanajuato de noche las luces no se hacen del lugar algo mas atractivo escuchar la historia completa del pipila estando ahi obvio te hace apreciarlo mas,Monumento Pípila,Female,43,México,27/03/2017,1,es
3193,un edificio muy hermoso,aunque la vista a la cuidad desde ese punto no es la mejor por los edificios que lo rodean realmente estar parado en frente de la edificacion te sorprende pues su arquitectura es imponente,Universidad de Guanajuato,Male,-1,N/I,2018,1,es
3870,buena,es una estatua enorme que nos recuerda el pasaje de la historia de un indigena cargando una loza por defende a la patria la vista panoramica del lugar es hermosa y hay muchas tienditas vendiendo artesanias vale la pena llevar camara,Monumento Pípila,Female,44,México,05/11/2012,1,es
3243,romantico y tradicional,precioso la leyenda y el ir en pareja es inevitable no ir al callejon del beso aunque estaria mejor que los dos balcones estuvieran habilitados pues no es asi ya que los dos te tienes que subir al mismo balcon pero aun asi es bellisimo y romantico no olvides tomarte una foto hay fotografos que te cobran  pesos y te dan una especie de librito donde esta la leyenda del callejon del beso y dos fotos que te toma en el tercer escalon y en el balcon,Callejón del Beso,Female,24,México,04/04/2015,1,es
181,como dicen todos para ir una vez,es una experiencia extrana que digamos es entretenida pero que no te dan ganas de repetir esta relativamente lejos del centro historico pero un taxi no hace mas de  min,Museo de las Momias,Male,28,Estados Unidos,29/04/2017,0,es
1356,bella,esta universidad me parecio una de las mas bellas universidades de mexico sus cientos de escalones para llegar a la puerta y perderte entre la escala de sus enormes muros y de frente al edificio el bello paisaje del vertical guanajuato es algo que vale la pena ver en tu visita a guanajuato definitivamente,Universidad de Guanajuato,Male,19,México,26/11/2012,1,es
4394,muy bonito,el chiste es disfrutar la subida hasta el monumento si esta un poco cansado pero tienes una excelente vista hay diferentes opciones de subir esta encantadora la vista,Monumento Pípila,Male,42,México,20/10/2016,1,es
1727,el mejor lugar para los enamorados,en esta ocasion nos permitieron pasar alas habitaciones y fue magico sentirte en aquel ambiente tan romantico las vez tragico en fin lo disfrutamos enormemente mi esposo y yo,Callejón del Beso,Female,39,México,29/07/2015,1,es
2575,un poquito de historia,recorrido muy rapido y facil y si te encuentras a un guia te hace muy ameno el recorrido y aprendes cosas nuevas,Casa de Diego Rivera,Female,-1,N/I,2019,1,es
2654,hermosa,nuestra senora de guadalupe esta venerable iglesia ahora basilica de nuestra senora de guanajuato fue comenzada en  y terminada en  es uno de los mejores ejemplos de arquitectura barroca del siglo xvii en su interior uno puede admirar la antigua figura de la virgen patrona de guanajuato la cual fue regalada por el rey carlos i y su hijo felipe ii de espana,Basilica Colegiata,Male,61,España,01/10/2013,1,es
320,odioso,largas filas para entrar tickets caros cobran por las camaras fotograficas no profesionales y realmente no vale la pena ni el tiempo ni el precio de acceso,Museo de las Momias,Male,19,México,03/01/2016,0,es
4221,presente con grandeza del pasado,falta en el area de mezanine una muestra fotograficamuseografica de la historia y los eventos sobresalientes del teatro igualmente la venta de souveniers de alta calidad como playeras separadores de libros bibliografia posters coleccionables del cervantino etc,Teatro Juárez,Female,41,México,04/11/2013,1,es
1147,visita obligada,el museo de las monias es una parada obligada en guanajuato la limpieza en el estacionamiento se puede mejorar,Museo de las Momias,Male,-1,México,2018,1,es
950,historico y excelentemente conservado,un lugar hermoso para conocer en guanajuato cualquier visitante puede entrar al teatro y sentarse en las butacas a pesar de eso lo conservan muy bien limpio y sin vandalismo perfecto para fotografiar y admirar,Teatro Juárez,Female,30,México,06/04/2017,1,es
4302,bello lugar e interesante historia,bonito lugar llegar lo mas temprano posible para evitar el aglutinamiento de turistas que quieren una foto seria el unico aviso y llevar algo de dinero si quieres foto se paga por entrar a cada balcon,Callejón del Beso,Male,36,Perú,15/05/2018,1,es
385,mal organizado,visitamos el museo en semana santa y fue un caos total muchisima gente hicimos  hra de fila y entramos casi en bola no habia ni una persona del museo que diera una instruccion o explicaciones de hecho sabemos que en cualquier museo no se puede usar el flash para las fotos y hubo muchas personas que lo usaban y nadie les llamo la atencion no hay ac y sinceramente esta muy chafa en general estaba sucio muchisima gente y no vimos vigilancia en ningun momento,Museo de las Momias,Female,29,México,23/04/2014,0,es
3270,preciosa sobre todo en la noche,el lugar en el que esta es lo mas bonito de noche se ve espectacular se encuentra en la calle juarez y la iluminan de nocheor lo que se ve preciosa,Basilica Colegiata,Female,46,México,19/10/2015,1,es
3628,bonito parque con cafes para comercenar,alrededor del parque hay varios restaurantsbars que se apetecen probar conocer el parque de la union tambien conocido como del queso es algo que no se deben perder,Jardín de la Unión,Male,-1,México,10/01/2012,1,es
3470,el mejor museo de guanajuato,padrisimo y hermosisima exposicion de diego y tienen otras exposiciones temporales de altisimo nivel igual hay paseos con guias si no eres muy conocedor de arte puedes contratar uno pero el museo esta como para sentarte y meterte a cada pintura unos  minutos y con guias esto no es posible es realmente hermoso super recomendado,Casa de Diego Rivera,Male,53,México,17/09/2015,1,es
966,para pasar la tarde,el teatro juarez es un excelente lugar para pasar la tarde con la familia muy buen ambiente afuera y muchos lugares bonitos cerca se ahi,Teatro Juárez,Male,28,México,28/03/2017,1,es
2011,artesanias y comida,si buscas recuerdos o artesanias visita este lugar precios accesibles mejor que otras tiendas y gran variead,Mercado Hidalgo,Male,-1,México,2018,1,es
3523,tortas de carnitas,es un mercado clasico en un edificio colonial pero lo califico excelente porque me comi una torta de carnitas deliciosa te lo sirven en un bolillo suavecito no como los de guadalajara que son crujientes pero las carnitas deliciosas espero que los michoacanos no se ofendan pero las carnitas casi tan buenas como las de quiroga michoacan,Mercado Hidalgo,Male,44,México,23/08/2012,1,es
3253,iconico lugar en guanajuato,uno de los lugares que debes visitar si vas a guanajuato se deberia ofrecer un tour por la universidad para conocerla mejor sin embargo es muy buena la vista,Universidad de Guanajuato,Male,24,México,11/05/2016,1,es
2230,muy bueno,te imaginas toda la lucha de independencia te sientes muy en contacto con la historia y sus personajes,Alhóndiga,Male,30,México,01/10/2014,1,es
2877,el lugar obligado para la foto,si te animas a tomar una callejoneada no te imaginas la belleza que tiene este sitio por las noches tendras la oportunidad de escuchar la musica de la estudiantina en uno de sus tantos escalones,Universidad de Guanajuato,Female,22,México,28/09/2012,1,es
319,momia de bebe muerto en ano ,"con eso queda todo dicho cadaveres sin aportacion alguna a la historia o ciencia mas alla de la curiosidad del proceso natural de involuntaria momificacion
momia de una mujer enterrada viva otra de una mujer fallecida durante parto con cesarea y de su fetobebe
personas fallecidas durante los ultimos  anos cuyos familiares pobres no pudieron seguir pagando su tumba convertidas en atraccion turisticofestiva el museo esta organizado de forma muy profesional pero me parece vergonzoso morboso irrespetuoso y seguiria adjetivando guanajuato es una localidad espectacular maravillosa que lo tiene todo y no necesita cosas como esta habria que reflexionar un poco",Museo de las Momias,Male,-1,España,2018,0,es
1980,vive la historia,todo un edificio con historia cada detalle tiene algo que contar,Teatro Juárez,Male,33,México,12/07/2012,1,es
1463,hermosa vista,el lugar te ofrece un impresionante vista de todo guanajuato te mezclas con los locales y las artesanias que encuentras al subir resultan ser mas bonitas que las que encuentras en el mercado publico del pueblo vale la pena subir y pasar un momento disfrutando del lugar y la vista,Monumento Pípila,Female,30,República Dominicana,13/09/2017,1,es
2907,a donde fueres,me tome un descanso frente a esta obra arquitectonica iconica de la ciudad iba en plan de gastar lo menos y obtener lo mas obviamente sentarte a comer en alguna de las opciones que estan en el jardin union no era lo ideal asi que compre un helado y lo disfrute sentada frente a sus escaleras los estudiantes de la ciudad hacen sus tardes sociales en el lugar asi que puedes llegar a medio dia descansar un poco y aprovechar para tomar una selfie,Teatro Juárez,Female,50,México,27/08/2014,1,es
3786,centrico,este sitio es ideal para pasar una tarde agradable puedes disfrutar de una gran variedad de comida en los restaurantes aledanos o visitar otros sitios de interes cercanos,Jardín de la Unión,Male,18,México,20/06/2017,1,es
764,tradicion,no  me gusto que al llegar al callejon enseguida te atrapa cualquier persona empieza a contarte la leyenda del callejon y despues te cobran te cobran por contarte la historia por tomarte una foto por subir al balcon,Callejón del Beso,Female,34,México,03/12/2012,0,es
2135,callejon del beso,un lugar que tienes que visitar escuchar la narracion de la historia de los enamorados de ana y carlos oir la clase de besos que hay darte un beso en el tercer escalon para tener  anos de suerte y si no vas a tener  anos de mala suerte,Callejón del Beso,Male,56,México,04/01/2015,1,es
705,desagradable,este mercado esta muy centrico  deberian de poner mas vigilancia la verdad hay muchos asaltos hurgue que dieran otra ubicacion a los banos es muy muy desagradableni por error iria a comer al mercado,Mercado Hidalgo,Female,-1,México,13/01/2013,0,es
754,no obtuve lo que esperaba,en la guia para turistas que me otorgaron al llegar a guanajuato se comentaba que en el jardin de la union todos los jueves y domingos la orquesta sinfonica de guanajuato daba un concierto a las  horas bien esperamos el jueves hasta las  y media de la noche y el concierto jamas llego los restaurantes a su alrededor estan muy caros claro que no te importe si llevas suficiente dinero ya que no me diverti ni aporto a mi viaje la visita de este jardin no tome foto alguna,Jardín de la Unión,Female,45,México,04/10/2016,0,es
2178,interesante,super recomendado tomando el guia que el museo tiene ya que explica cada una de las momias que exciben,Museo de las Momias,Female,-1,México,2019,1,es
4097,espectacular,no entramos en su interior pero los exteriores son espectaculares,Teatro Juárez,Male,60,España,18/04/2012,1,es
1666,vista panoramica y bonita construccion,el campus que visite tiene escalinatas situadas de modo que alcanzas a ver la ciudad la construccion es muy linda y sus edificios tipicos hacen que solo verla por fuera valga la pena,Universidad de Guanajuato,Female,44,México,03/05/2017,1,es
984,siempre activo,increible lugar los arboles ficus que estan en centro estan recortados formando un triangulo y esta muy bien cuidado hay musica de todo tipo de un lado banda mariachis norteno espero no equivocarme con algun genero y me imagino que hay otros mas siempre esta activo este lugar desde la manana hasta altas horas de la noche,Jardín de la Unión,Male,25,México,11/06/2012,1,es
2042,muy bien cuidado,el teatro esta muy bonito tiene buen mantenimiento tienen platicas con su historia ideal para tomar fotografias con un costo extra deberian iluminar mas la sala principal,Teatro Juárez,Male,32,Chile,06/04/2012,1,es
1571,todos aqui,me agrada porque por ahi pasamos todos para andar en guanajuato a pie y esta muy limpio ademas que hay bares y restaurantes de todos precios y puedes encontrar desde recie nacidos en carreolas hasta gente de la tercera edad con mentalidad muy abierta ademas en el viernes de dolores es una atraccion para los jovenes para conseguir amigos as o pareja,Jardín de la Unión,Male,60,México,03/02/2013,1,es
306,muy abandonado,muy oscuro no sabes ni por donde caminas las vitrinas estan viejisimas y los ninos que platican las leyendas no se les entiende y repiten todo lo que esta en el audio grabado de cada leyenda un lugar muy abandonado y viejo,Museo de las Momias,Female,57,Colombia,12/04/2017,0,es
3271,divino,"no solo este callejon todos los callejones estrechos con 
escalas en guanajuato son espectaculares quede enamorada
de este lugar",Callejón del Beso,Female,-1,N/I,2018,1,es
3428,un teatro hermoso de principios del siglo xx,en si el teatro es una belleza enmarcada en un entorno poco comun es una joya arquitectonica de la ciudad sus escalinatas hacen del espacio un foro para mimos o simplemente para sentarse a contemplar la vida de la ciudad es el hito mas importante de la ciudad es su corazon como teatro funcionalmente hablando tiene sus debilidades como carecer de aislamiento acustico poca visibilidad en algunos asientos sin embargo este teatro y en si el conjunto en que esta enmarcado es un hermoso destino en mexico que debes conocer,Teatro Juárez,Female,42,México,19/11/2011,1,es
3124,obligatorio ir,definitivamente por el valor historico es una visita que hay que hacer ademas su arquitectura y el museo tambien valen la pena,Alhóndiga,Female,46,México,05/01/2018,1,es
1984,visita obligada,un interesante museo es una parada obligada en guanajuato en la primera sala pasan un video donde explican el origen de estas momias que por cierto no han sufrido un proceso de embalsamamiento sino que los cuerpos se han conservado naturalmente son como cuatro salas con momias de adultos y bebes si eres muy sensible mejor no lo visites,Museo de las Momias,Female,23,Perú,28/03/2015,1,es
4143,que miedo,es una experiencia diferente pero a la vez emocionante y enriquecedora ven con toda tu familia y disfruta de algo nuevo pero historico,Museo de las Momias,Male,34,México,08/08/2015,1,es
